Id,count
1,10.51994023030197
2,4.169805240626384
3,0.8885239290951656
4,1.8550165059054382
5,1.8550165059054382
6,3.961624790642919
7,49.19465273762034
8,92.08277433575948
9,198.6997785351833
10,103.64948608110244
11,58.487777743803555
12,60.187710756005714
13,76.91752937256553
14,69.42213830932202
15,73.62939642365056
16,76.4677320492772
17,82.18806955952803
18,183.1234436333442
19,143.16729584025921
20,101.02136259447842
21,65.10968869595649
22,59.06851346972475
23,43.483829678384154
24,28.95582761340446
25,9.058761397354495
26,2.011614294069861
27,0.6021934070230424
28,4.0
29,0.3399252345909385
30,2.546786293445311
31,48.9914107908276
32,88.15603080039912
33,195.04153548373958
34,103.98025002099939
35,54.882546331174304
36,60.411740323705565
37,62.27502530653151
38,49.78817509841578
39,54.88353822427371
40,54.6778964538194
41,68.98084457430639
42,133.63864159566367
43,124.32005450267103
44,89.00803104333166
45,55.58847694831235
46,49.869969819333384
47,35.633464347458016
48,20.94421170666325
49,29.471573834111755
50,21.82397076058888
51,12.302151795236817
52,4.0
53,4.0
54,4.0
55,27.13794893499565
56,31.398116855548498
57,47.74159346598371
58,65.94887242619728
59,69.37094025454691
60,78.90861679613438
61,91.4816092734719
62,80.84775683949216
63,84.28468564039639
64,85.61684520167982
65,89.56640876605901
66,67.89126057016557
67,56.49454284333753
68,38.748242936070774
69,33.77312277423828
70,34.001717208537976
71,22.880087467218768
72,30.030165416450092
73,23.650725151703686
74,14.892340436330604
75,2.3350864255665775
76,4.0
77,4.0
78,28.703273224759105
79,32.96344114531195
80,48.74191288190222
81,65.00039475163751
82,71.01695114728594
83,73.94103454529522
84,77.84161175860893
85,80.50205729527781
86,80.84508766906605
87,82.38035178890213
88,77.0493159776258
89,67.27635021720157
90,55.34647311047874
91,37.34727943112328
92,34.224884696747914
93,31.065668520006586
94,21.573903688081774
95,8.81522448610982
96,1.7680773828251866
97,4.0
98,4.0
99,0.21372026895967738
100,44.61045736274246
101,82.9519167533657
102,187.1597090987939
103,103.1513436567798
104,48.79701253749653
105,52.506044207605285
106,59.36576439251966
107,58.16025228408419
108,55.64174105704087
109,65.97050245951269
110,74.27712770696333
111,136.18757059744567
112,126.9046691381628
113,94.1437649509594
114,59.83405521263314
115,55.34503901849374
116,37.166196730939305
117,22.964995219576203
118,6.987538357957045
119,2.889849974011976
120,4.0
121,4.0
122,0.16980037818919266
123,47.11453889689224
124,84.9659318944449
125,186.94178094647927
126,105.86697337321836
127,54.76884932032029
128,60.98751170966488
129,70.750200183164
130,70.03424319466654
131,72.87465634898238
132,76.9565716638068
133,81.6335345523017
134,200.43501574448564
135,172.820753187197
136,105.09433946350116
137,70.52968609088957
138,63.43029802543005
139,51.55130960212282
140,34.72922915704921
141,11.374442778985784
142,4.327295675701149
143,0.4837289374169673
144,4.0
145,43.249155300620735
146,55.68322669329375
147,144.50318153301473
148,55.869066267625215
149,45.78845279774671
150,48.590028424687524
151,49.00162725733092
152,50.13684622747924
153,48.0511634635137
154,48.57662856755776
155,50.41206724391078
156,111.38484070689623
157,83.10496093772318
158,152.51963315890833
159,145.8382946668942
160,101.10967335300863
161,69.19488975728544
162,62.310947420542995
163,50.098048798912615
164,34.40970552610507
165,11.374442778985784
166,4.327295675701149
167,1.04601436416993
168,0.3399252345909385
169,2.6625832399493388
170,48.73190204012139
171,88.40943905097862
172,189.3949478165444
173,68.02446152996563
174,51.17160012989209
175,55.58654927576176
176,58.005505263829505
177,58.005505263829505
178,59.33462232112706
179,59.20290011302904
180,75.13530751722415
181,157.59424591625162
182,147.17309100049835
183,105.09433946350116
184,67.63670748258494
185,60.87122961544855
186,47.48071998118291
187,33.793108419673004
188,32.51365224975975
189,27.549050482210934
190,18.072839383249285
191,5.51558537248527
192,0.21446174348054806
193,2.019965484014422
194,33.031632527807254
195,39.09355515541766
196,56.251163937960584
197,82.61198822604705
198,79.51495909803835
199,88.60303760329361
200,96.16625816227162
201,95.83555316730259
202,97.22514618235894
203,100.7356995045679
204,95.90796605259334
205,81.78271893963816
206,65.87333877722914
207,49.76955063153848
208,46.24769127291619
209,39.354783505199066
210,31.791823035787864
211,32.70339390554078
212,26.83122409862238
213,17.236548530054655
214,4.764793319889952
215,0.8072310019078712
216,1.5872672691949463
217,31.542956813894893
218,38.52109088332498
219,54.723715933756004
220,82.61198822604705
221,81.72736832694959
222,128.90784455703354
223,100.91880829862987
224,123.85254720197983
225,133.03516794514013
226,136.12642959993536
227,97.24276238619747
228,81.78271893963816
229,68.70263963467478
230,48.680754996942355
231,46.61215644153029
232,42.45144138408839
233,28.20650335423843
234,10.376743927312873
235,4.684389677422195
236,1.606350312683723
237,1.736552036299363
238,1.736552036299363
239,0.9342910265267952
240,44.21492171089369
241,80.0157585125593
242,179.2960416931789
243,95.89707898882297
244,49.84137446928053
245,55.22374600543048
246,69.10924331163915
