Id,count
1,15.490805011096414
2,4.949078093034853
3,1.6814684800260113
4,1.6337208072005973
5,1.6337208072005973
6,4.469829714660692
7,49.784172814544526
8,88.57064940445623
9,203.7093902084763
10,106.76059562945922
11,60.25406726336408
12,62.98479971808639
13,83.96014503877186
14,72.47210751755873
15,73.77517737502322
16,80.55068801015923
17,86.87526412361028
18,187.40391562440863
19,143.4526938634362
20,100.6050610118352
21,66.13586038661143
22,59.73711294430045
23,43.20710363464769
24,28.91269341288297
25,14.21510392637521
26,3.5670326032936557
27,3.0
28,3.0
29,2.123528141507948
30,5.962594820359869
31,49.88007046153771
32,84.83353035204036
33,198.02065833686365
34,102.24212810676083
35,50.527874062025994
36,53.80431215208807
37,57.755805309325616
38,51.4310076035751
39,48.94965391589725
40,51.33448500003229
41,70.5074979544312
42,131.31807598372208
43,123.71887541562455
44,86.22334582822752
45,50.75663220224664
46,43.75797957359082
47,31.088748388537482
48,19.052014900644917
49,31.02185843059483
50,19.23940429267904
51,9.0307435585915
52,3.0
53,3.0
54,3.0
55,30.042928543295588
56,24.671115607608705
57,43.383843525982634
58,68.75307551239358
59,74.57241917722325
60,85.81365857220119
61,93.04129634892718
62,81.42208564894229
63,79.63680718963518
64,83.4717791652093
65,87.89316651856701
66,57.959115258683056
67,56.43505671640071
68,37.353323523712554
69,31.461515115492812
70,31.740622965243098
71,23.173556383385765
72,31.890359358485007
73,21.24228803540342
74,10.394689095152655
75,3.0
76,3.0
77,3.0
78,30.244661457832294
79,26.878749714380916
80,43.41918142392684
81,66.39625609700896
82,72.78011175644959
83,77.63830843077234
84,80.24599720913984
85,78.61255608744356
86,77.9925818368704
87,82.88923033159668
88,73.5872134468139
89,55.413572163487935
90,51.763506967367476
91,35.58204705459868
92,31.301573596893377
93,27.329716671258826
94,21.35614561782229
95,10.230590790233625
96,3.0
97,3.0
98,3.0
99,0.6151069385969914
100,41.78874656451429
101,79.67710369429794
102,195.4192876834127
103,99.08357316034844
104,47.11788851513333
105,47.91937418309733
106,56.080149540450634
107,55.667788682748956
108,52.51832576628058
109,60.611729054353674
110,73.51107819223397
111,135.2493723727479
112,128.99673505296326
113,93.97567608256317
